brand_name,generic_name,manufacturer,total_spending_2023,total_units_2023,total_claims_2023,total_beneficiaries_2023,avg_price_per_unit_2023,country,source
1st Tier Unifine Pentips,"Pen Needle, Diabetic",Overall,44355.04,195672.0,1613,699.0,0.2271618646,US,Medicare Part D
1st Tier Unifine Pentips Plus,"Pen Needle, Diabetic",Overall,97951.18,406617.0,3269,1267.0,0.2409322287,US,Medicare Part D
Abacavir,Abacavir Sulfate,Overall,5287295.41,1648593.0,19632,2809.0,3.594356551,US,Medicare Part D
Abacavir-Lamivudine,Abacavir Sulfate/Lamivudine,Overall,9999234.5,827085.0,20201,2892.0,12.057845489,US,Medicare Part D
Abilify,Aripiprazole,Overall,11882943.19,516496.25,12115,1736.0,23.319755196,US,Medicare Part D
Abilify Asimtufii,Aripiprazole,Overall,13218817.72,7414.2,2410,1231.0,1783.0262923,US,Medicare Part D
Abilify Maintena,Aripiprazole,Overall,636857890.94,233084.9,232162,29378.0,2732.2746358,US,Medicare Part D
Abilify Mycite,Aripiprazole,Overall,75397.26,1320.0,44,,57.119136364,US,Medicare Part D
Abiraterone Acetate,Abiraterone Acetate,Overall,877469516.77,32615964.0,315666,45661.0,33.614327353,US,Medicare Part D
Abraxane,Paclitaxel Protein-Bound,Overall,7462297.97,4453.0,932,249.0,1675.7911453,US,Medicare Part D
Abrysvo,"Rsv Vacc, Pref A And Pref B/PF",Overall,698160177.7,2133059.8,2133980,2131906.0,327.30454988,US,Medicare Part D
Absorica,Isotretinoin,Overall,76072.07,1950.0,42,22.0,38.821409417,US,Medicare Part D
Absorica Ld,"Isotretinoin, Micronized",Overall,62964.21,1380.0,31,14.0,45.669179159,US,Medicare Part D
Acamprosate Calcium,Acamprosate Calcium,Overall,8093355.04,8557788.0,50232,15765.0,0.945327342,US,Medicare Part D
Acanya,Clindamycin Phos/Benzoyl Perox,Overall,14029.67,1263.0,26,,11.10821061,US,Medicare Part D
Acarbose,Acarbose,Overall,9781113.16,28183233.0,169742,42919.0,0.3503993305,US,Medicare Part D
Accolate,Zafirlukast,Overall,8114.96,2202.0,21,13.0,3.6894436886,US,Medicare Part D
Accutane,Isotretinoin,Overall,83176.6,19470.0,424,192.0,4.2666876702,US,Medicare Part D
Acebutolol HCl,Acebutolol HCl,Overall,5641077.2,8673062.0,76288,18164.0,0.6567985981,US,Medicare Part D
Acetamin-Caff-Dihydrocodeine,Acetaminophen/Caff/Dihydrocod,Overall,219642.98,79126.0,1064,235.0,2.7758635594,US,Medicare Part D
Acetaminophen,Acetaminophen,Overall,48942.97,312100.0,350,156.0,0.1602797227,US,Medicare Part D
Acetaminophen-Codeine,Acetaminophen With Codeine,Overall,31133907.32,122934247.87,2525038,1131972.0,0.2464384255,US,Medicare Part D
Acetazolamide,Acetazolamide,Overall,14839910.41,16232723.086,223297,90681.0,0.9128523131,US,Medicare Part D
Acetazolamide ER,Acetazolamide,Overall,6352444.08,5862850.0,81763,33680.0,1.0930203923,US,Medicare Part D
Acetazolamide Sodium,Acetazolamide Sodium,Overall,8855.78,214.0,19,,41.382149533,US,Medicare Part D
Acetic Acid*,Acetic Acid,Overall,1593486.51,51844937.082,74733,43136.0,0.9307912383,US,Medicare Part D
Acetylcysteine*,Acetylcysteine,Overall,1834431.33,1767686.0,18326,4830.0,1.0175325829,US,Medicare Part D
Aciphex,Rabeprazole Sodium,Overall,16133400.63,668561.0,7726,1820.0,24.077408339,US,Medicare Part D
Acitretin,Acitretin,Overall,20850061.95,1693014.0,41308,9207.0,12.366738435,US,Medicare Part D
Actemra Actpen,Tocilizumab,Overall,184648415.67,138823.7,44486,6927.0,1330.0928852,US,Medicare Part D
Actemra*,Tocilizumab,Overall,135711700.12,263212.8,33939,4570.0,1074.3452266,US,Medicare Part D
Acthar,Corticotropin,Overall,377839858.86,40750.0,5235,942.0,9272.1437757,US,Medicare Part D
Acthib,Haemoph B Poly Conj-Tet Tox/PF,Overall,65207.56,1967.0,1975,1548.0,33.150767666,US,Medicare Part D
Actimmune,"Interferon Gamma-1b,Recomb.",Overall,26300696.62,2432.0,423,43.0,10814.431176,US,Medicare Part D
Activella,Estradiol/Norethindrone Acet,Overall,124689.52,12488.0,234,55.0,9.9847469571,US,Medicare Part D
Actonel,Risedronate Sodium,Overall,1132973.42,10094.0,1617,398.0,170.59189078,US,Medicare Part D
Actoplus Met,Pioglitazone HCl/Metformin HCl,Overall,131484.67,12857.0,143,27.0,10.226699074,US,Medicare Part D
Actos,Pioglitazone HCl,Overall,947844.25,52305.0,847,224.0,18.217306603,US,Medicare Part D
Acular,Ketorolac Tromethamine,Overall,74908.17,1510.0,230,160.0,49.608059603,US,Medicare Part D
Acular Ls,Ketorolac Tromethamine,Overall,23939.19,475.0,74,53.0,50.398294737,US,Medicare Part D
Acuvail,Ketorolac Tromethamine/PF,Overall,173941.25,15165.0,332,164.0,11.469914276,US,Medicare Part D
Acyclovir Sodium,Acyclovir Sodium,Overall,46569.56,55817.72,234,103.0,1.1283649377,US,Medicare Part D
Acyclovir*,Acyclovir,Overall,49440236.67,149400333.27,1899271,670065.0,0.9027647559,US,Medicare Part D
Aczone,Dapsone,Overall,89313.97,7020.0,96,51.0,12.731207292,US,Medicare Part D
Adacel Tdap,"Diph,Pertuss(Acell),Tet Vac/PF",Overall,15899745.08,160008.8,241095,240258.0,100.63626317,US,Medicare Part D
Adakveo,Crizanlizumab-Tmca,Overall,6747856.7,25530.0,594,105.0,264.3108774,US,Medicare Part D
Adalimumab-Adaz(Cf),Adalimumab-Adaz,Overall,23194.92,13.6,13,,1705.5088235,US,Medicare Part D
Adalimumab-Adaz(Cf) Pen,Adalimumab-Adaz,Overall,73587.74,43.2,41,25.0,1703.4199074,US,Medicare Part D
Adalimumab-Fkjp(Cf) Pen,Adalimumab-Fkjp,Overall,44654.13,81.0,31,11.0,551.28555556,US,Medicare Part D
Adapalene,Adapalene,Overall,2863676.92,443059.0,8847,4155.0,4.7378855613,US,Medicare Part D
Adapalene-Benzoyl Peroxide,Adapalene/Benzoyl Peroxide,Overall,288889.13,94695.0,1974,1027.0,3.0124820863,US,Medicare Part D
Adbry,Tralokinumab-Ldrm,Overall,31579580.09,33997.0,8243,1712.0,928.89314028,US,Medicare Part D
Adcetris,Brentuximab Vedotin,Overall,3056725.55,274.0,81,22.0,11155.932664,US,Medicare Part D
Adcirca,Tadalafil,Overall,29259353.46,408964.0,6145,802.0,71.54505888,US,Medicare Part D
Adderall,Dextroamphetamine/Amphetamine,Overall,9672998.4,951508.0,15123,4019.0,10.168636432,US,Medicare Part D
Adderall XR,Dextroamphetamine/Amphetamine,Overall,17043346.47,2322314.0,53604,14292.0,7.3378873984,US,Medicare Part D
Adefovir Dipivoxil,Adefovir Dipivoxil,Overall,2796126.77,110837.0,2797,418.0,25.224524241,US,Medicare Part D
Adempas,Riociguat,Overall,598223220.35,3928942.0,44483,4980.0,152.25832544,US,Medicare Part D
Adlarity,Donepezil HCl,Overall,2374700.91,20034.0,4391,1442.0,118.53514803,US,Medicare Part D
Admelog,Insulin Lispro,Overall,1393723.53,129533.14,10933,4971.0,10.759590403,US,Medicare Part D
Admelog Solostar,Insulin Lispro,Overall,4074926.77,304125.3,24807,11113.0,13.39884176,US,Medicare Part D
Adrenalin,Epinephrine,Overall,50592.3,3588.651,2074,1928.0,15.050986858,US,Medicare Part D
Adthyza,"Thyroid,Pork",Overall,17683.59,16786.0,259,118.0,1.0641906443,US,Medicare Part D
Advair Diskus,Fluticasone Propion/Salmeterol,Overall,868795720.37,123485894.8,1510759,397554.0,7.0272583152,US,Medicare Part D
Advair HFA,Fluticasone Propion/Salmeterol,Overall,398376287.87,10160958.8,651442,180362.0,39.077265424,US,Medicare Part D
Advocate Pen Needle,"Pen Needle, Diabetic",Overall,210908.62,284560.0,1803,809.0,0.741174515,US,Medicare Part D
Advocate Pen Needles,"Pen Needle, Diabetic",Overall,1797604.62,2528681.999,19094,7160.0,0.7104687648,US,Medicare Part D
Advocate Syringes,"Syring-Needl,Disp,Insul,0.3 Ml",Overall,174355.53,232502.0,2946,913.0,0.7490016929,US,Medicare Part D
Advocate Syringes,"Syringe And Needle,Insulin,1ml",Overall,517878.97,702615.0,7860,2200.0,0.7370601835,US,Medicare Part D
Advocate Syringes,"Syringe-Needle,Insulin,0.5 Ml",Overall,506305.7,684856.0,7877,2218.0,0.7381621843,US,Medicare Part D
Adzenys XR-ODT,Amphetamine,Overall,1168345.71,69968.0,1972,466.0,16.698552892,US,Medicare Part D
Aemcolo,Rifamycin Sodium,Overall,5743.79,348.0,23,17.0,16.505143678,US,Medicare Part D
Afinitor,Everolimus,Overall,29755094.75,48099.0,1577,368.0,618.56869902,US,Medicare Part D
Afinitor Disperz,Everolimus,Overall,5349230.05,7788.0,151,19.0,690.11591423,US,Medicare Part D
Afrezza,"Insulin Regular, Human",Overall,22608793.54,2260531.0,10538,2623.0,9.8381581672,US,Medicare Part D
Agrylin,Anagrelide HCl,Overall,232259.78,28420.0,207,45.0,8.1724060521,US,Medicare Part D
Aimovig Autoinjector,Erenumab-Aooe,Overall,326938686.38,420127.999,333200,55770.0,778.18826391,US,Medicare Part D
Airduo Digihaler,Fluticasone Propion/Salmeterol,Overall,647638.84,1367.0,1064,558.0,472.57735097,US,Medicare Part D
Airduo Respiclick,Fluticasone Propion/Salmeterol,Overall,207498.4,516.0,467,254.0,402.11480031,US,Medicare Part D
Airsupra,Albuterol Sulfate/Budesonide,Overall,925019.06,19634.8,1753,1487.0,47.111203577,US,Medicare Part D
Ajovy Autoinjector,Fremanezumab-Vfrm,Overall,62638823.74,134253.0,69530,14658.0,466.57299085,US,Medicare Part D
Ajovy Syringe,Fremanezumab-Vfrm,Overall,24907349.39,51173.5,27806,5556.0,486.72358525,US,Medicare Part D
Ak-Poly-Bac,Bacitracin/Polymyxin B Sulfate,Overall,911.95,199.5,56,37.0,4.5711779449,US,Medicare Part D
Akeega,Niraparib/Abiraterone,Overall,566563.09,1740.0,31,16.0,326.1057043,US,Medicare Part D
Aklief,Trifarotene,Overall,197711.82,12690.0,282,155.0,15.58012766,US,Medicare Part D
Akten,Lidocaine HCl/PF,Overall,1328.22,48.0,14,,27.67125,US,Medicare Part D
Akynzeo,Fosnetupitant/Palonosetron,Overall,4508721.75,127089.0,3836,1021.0,36.706943187,US,Medicare Part D
Akynzeo,Netupitant/Palonosetron HCl,Overall,440871.29,629.0,454,112.0,700.90825119,US,Medicare Part D
Ala-Cort,Hydrocortisone,Overall,7719.8,24112.8,687,595.0,0.3201412288,US,Medicare Part D
Ala-Scalp,Hydrocortisone,Overall,144779.67,9088.0,200,141.0,15.930861576,US,Medicare Part D
Albendazole,Albendazole,Overall,10896670.13,170440.0,9883,7118.0,60.261986876,US,Medicare Part D
Albuked-25,Albumin Human,Overall,2993.02,3008.0,11,,0.9950199468,US,Medicare Part D
Albumin (Human),Albumin Human,Overall,12509.56,10500.0,25,,1.1913866667,US,Medicare Part D
Alburx,Albumin Human,Overall,8417.99,5800.0,13,,1.4513775862,US,Medicare Part D
Albutein,Albumin Human,Overall,10774.95,10617.0,34,13.0,1.0148770839,US,Medicare Part D
Albuterol Sulfate HFA,Albuterol Sulfate,Overall,583910453.98,220028564.88,16614957,6126707.0,2.8040196243,US,Medicare Part D
Albuterol Sulfate*,Albuterol Sulfate,Overall,11167561.55,35060959.369,307611,122469.0,0.3525857216,US,Medicare Part D
Alclometasone Dipropionate,Alclometasone Dipropionate,Overall,2426138.18,2247473.0,51874,35440.0,1.0732391255,US,Medicare Part D
Alcohol Pads,Alcohol Antiseptic Pads,Overall,11275141.24,26689599.575,162911,50736.0,0.416812354,US,Medicare Part D
Alcohol Prep Pads,Alcohol Antiseptic Pads,Overall,12719573.48,69614431.665,486683,178376.0,0.1596443927,US,Medicare Part D
Alcohol Swab,Alcohol Antiseptic Pads,Overall,139727.32,5554699.935,42372,16769.0,0.0251547917,US,Medicare Part D
Alcohol Swabs,Alcohol Antiseptic Pads,Overall,914697.73,22066912.7,154971,66805.0,0.0408495801,US,Medicare Part D
Alcohol Wipes,Alcohol Antiseptic Pads,Overall,11594.67,163046.333,1432,476.0,0.071053564,US,Medicare Part D
Aldactazide,Spironolact/Hydrochlorothiazid,Overall,31918.15,8299.0,158,78.0,4.0486660654,US,Medicare Part D
Aldactone,Spironolactone,Overall,545667.93,148152.0,1640,510.0,3.6135921677,US,Medicare Part D
Aldurazyme,Laronidase,Overall,7301136.32,34015.0,153,,214.64460738,US,Medicare Part D
Alecensa,Alectinib HCl,Overall,185955638.31,2412878.0,11015,1459.0,77.067982016,US,Medicare Part D
Alendronate Sodium,Alendronate Sodium,Overall,99781082.41,87832694.73,8212229,2218723.0,1.2132955246,US,Medicare Part D
Alfuzosin HCl ER,Alfuzosin HCl,Overall,27920615.44,69289185.0,964261,271716.0,0.4030843488,US,Medicare Part D
Alimta,Pemetrexed Disodium,Overall,2107223.83,14846.0,305,45.0,2433.7922066,US,Medicare Part D
Aliqopa,Copanlisib Di-HCl,Overall,362769.0,66.0,30,,5496.5,US,Medicare Part D
Aliskiren,Aliskiren Hemifumarate,Overall,11590165.45,2054851.5,29910,6966.0,5.6583891528,US,Medicare Part D
Allopurinol,Allopurinol,Overall,136919932.77,761131401.32,9286109,2262180.0,0.1870759915,US,Medicare Part D
Allzital,Butalbital/Acetaminophen,Overall,3463.59,860.0,18,17.0,4.0274302326,US,Medicare Part D
Almotriptan Malate,Almotriptan Malate,Overall,1749909.45,72253.0,4839,1289.0,24.217339157,US,Medicare Part D
Alogliptin,Alogliptin Benzoate,Overall,14741684.07,2516053.5,67811,17642.0,5.8595459668,US,Medicare Part D
Alogliptin-Metformin,Alogliptin Benz/Metformin HCl,Overall,1114803.15,389458.0,4499,1503.0,2.861721974,US,Medicare Part D
Alogliptin-Pioglitazone,Alogliptin Benz/Pioglitazone,Overall,401484.32,68662.0,1227,310.0,5.846150221,US,Medicare Part D
Alomide,Lodoxamide Tromethamine,Overall,106886.59,5280.0,409,190.0,20.242657617,US,Medicare Part D
Alosetron HCl,Alosetron HCl,Overall,12657281.15,715449.0,11107,2223.0,17.808650806,US,Medicare Part D
Alphagan P,Brimonidine Tartrate,Overall,181159172.39,4469897.681,467710,118782.0,40.529896793,US,Medicare Part D
Alprazolam,Alprazolam,Overall,77541549.73,673477016.5,11580749,2265351.0,0.1156398833,US,Medicare Part D
Alprazolam ER,Alprazolam,Overall,2321692.42,2674313.0,54581,10625.0,0.8835241977,US,Medicare Part D
Alprazolam Intensol,Alprazolam,Overall,46833.81,15303.0,420,229.0,3.0604332484,US,Medicare Part D
Alprazolam ODT,Alprazolam,Overall,584536.05,406747.0,7519,2780.0,1.4005492989,US,Medicare Part D
Alprazolam XR,Alprazolam,Overall,506912.24,704100.497,14597,3734.0,0.725237265,US,Medicare Part D
Alrex,Loteprednol Etabonate,Overall,10907859.87,184181.0,26614,13226.0,59.223589132,US,Medicare Part D
Altabax,Retapamulin,Overall,74401.45,3210.0,122,89.0,23.178021807,US,Medicare Part D
Altace,Ramipril,Overall,1723145.47,242986.0,2732,634.0,7.0994103316,US,Medicare Part D
Altavera,Levonorgestrel/Ethin.Estradiol,Overall,79683.05,190389.0,3209,759.0,0.4185275935,US,Medicare Part D
Altoprev,Lovastatin,Overall,761791.22,20546.0,508,182.0,37.105587339,US,Medicare Part D
Altreno,Tretinoin,Overall,84389.13,32210.0,880,544.0,2.6199667805,US,Medicare Part D
Alunbrig,Brigatinib,Overall,33349882.06,72109.0,1733,237.0,544.2368717,US,Medicare Part D
Alvesco,Ciclesonide,Overall,35011916.5,2784180.3,219496,88457.0,12.571513646,US,Medicare Part D
Alyacen,Norethindrone-Ethin. Estradiol,Overall,143415.45,230163.0,4665,1056.0,0.6230104199,US,Medicare Part D
Alymsys,Bevacizumab-Maly,Overall,485558.27,2584.0,107,19.0,187.90954721,US,Medicare Part D
Alyq,Tadalafil,Overall,1599603.18,81175.0,1242,419.0,19.705613551,US,Medicare Part D
Amabelz,Estradiol/Norethindrone Acet,Overall,68849.35,34300.0,449,208.0,2.0082887721,US,Medicare Part D
Amantadine,Amantadine HCl,Overall,31456706.27,51662947.041,500027,98048.0,0.733263021,US,Medicare Part D
Amaryl,Glimepiride,Overall,197207.8,62115.0,664,315.0,3.1903533522,US,Medicare Part D
Ambien,Zolpidem Tartrate,Overall,12138036.35,553430.0,14902,2421.0,21.934326718,US,Medicare Part D
Ambien Cr,Zolpidem Tartrate,Overall,5862427.17,270229.0,7010,1089.0,21.714525739,US,Medicare Part D
Ambisome,Amphotericin B Liposome,Overall,1411629.84,5986.7,463,144.0,235.7943174,US,Medicare Part D
Ambrisentan,Ambrisentan,Overall,246059319.42,1807659.0,58120,6456.0,136.04324926,US,Medicare Part D
Amcinonide,Amcinonide,Overall,10394.33,1860.0,39,30.0,5.6030010315,US,Medicare Part D
Amethia,L-Norgest/E.Estradiol-E.Estrad,Overall,1970.89,1911.0,21,18.0,1.0313396128,US,Medicare Part D
Amethyst,Levonorgestrel/Ethin.Estradiol,Overall,37735.32,27316.0,508,132.0,1.382030897,US,Medicare Part D
Amicar,Aminocaproic Acid,Overall,60109.2,3463.0,24,17.0,18.306786827,US,Medicare Part D
Amikacin Sulfate,Amikacin Sulfate,Overall,1242131.44,1006706.014,12098,2801.0,1.8730142193,US,Medicare Part D
Amiloride HCl,Amiloride HCl,Overall,2205277.57,9750953.0,107631,26467.0,0.2226652727,US,Medicare Part D
Amiloride-Hydrochlorothiazide,Amiloride/Hydrochlorothiazide,Overall,1272225.53,2800091.5,37066,9760.0,0.4544167416,US,Medicare Part D
Aminocaproic Acid*,Aminocaproic Acid,Overall,2509887.17,301216.785,2278,1119.0,9.5173015148,US,Medicare Part D
Amiodarone HCl*,Amiodarone HCl,Overall,84840880.61,174513700.9,2846973,797134.0,0.5219104578,US,Medicare Part D
Amitiza,Lubiprostone,Overall,8420704.79,1348649.0,18592,5736.0,6.2455502985,US,Medicare Part D
Amitriptyline HCl,Amitriptyline HCl,Overall,74066593.54,255744614.73,3644206,838449.0,0.3054067958,US,Medicare Part D
Amjevita(Cf),Adalimumab-Atto,Overall,8114643.05,7170.4,3317,600.0,1135.0117141,US,Medicare Part D
Amjevita(Cf) Autoinjector,Adalimumab-Atto,Overall,32245872.67,29822.2,13591,2696.0,1084.8806721,US,Medicare Part D
Amlodipine Besylate,Amlodipine Besylate,Overall,407233375.11,3531475194.0,47534118,11575402.0,0.1169233848,US,Medicare Part D
Amlodipine Besylate-Benazepril,Amlodipine Besylate/Benazepril,Overall,42438721.39,130859297.0,1663338,419160.0,0.3257429524,US,Medicare Part D
Amlodipine-Atorvastatin,Amlodipine/Atorvastatin,Overall,25264350.53,7031472.5,97210,25230.0,3.6074566152,US,Medicare Part D
Amlodipine-Olmesartan,Amlodipine Bes/Olmesartan Med,Overall,21499825.69,20038753.5,276389,74543.0,1.0727933873,US,Medicare Part D
Amlodipine-Valsartan,Amlodipine Besylate/Valsartan,Overall,29119822.71,27604170.25,368345,97478.0,1.0543863568,US,Medicare Part D
Amlodipine-Valsartan-HCTZ,Amlodipine/Valsartan/HCThiazid,Overall,6011053.97,971368.0,14398,5139.0,6.1840894334,US,Medicare Part D
Ammonium Lactate,Ammonium Lactate,Overall,28815046.31,367627959.33,1135009,491025.0,0.0784629064,US,Medicare Part D
Amnesteem,Isotretinoin,Overall,382008.79,80635.0,1778,862.0,4.7000852963,US,Medicare Part D
Amondys-45,Casimersen,Overall,13621714.26,16348.0,199,,833.23429533,US,Medicare Part D
Amoxapine,Amoxapine,Overall,195862.7,164713.0,2152,450.0,1.2169192081,US,Medicare Part D
Amoxicillin,Amoxicillin,Overall,34395187.12,192850592.14,9026776,6202496.0,0.1866108378,US,Medicare Part D
Amoxicillin-Clavulanate Pot ER,Amoxicillin/Potassium Clav,Overall,1770208.71,322409.0,12505,10899.0,5.4905685325,US,Medicare Part D
Amoxicillin-Clavulanate Potass,Amoxicillin/Potassium Clav,Overall,78161559.83,131953724.51,6825440,5205096.0,0.6201976773,US,Medicare Part D
Amphetamine Sulfate,Amphetamine Sulfate,Overall,182383.7,66980.0,832,203.0,2.7981323496,US,Medicare Part D
Amphotericin B,Amphotericin B,Overall,2147.6,482.0,50,12.0,4.4556016598,US,Medicare Part D
Amphotericin B Liposome,Amphotericin B Liposome,Overall,971326.84,7897.0,381,142.0,123.73568591,US,Medicare Part D
Ampicillin Sodium*,Ampicillin Sodium,Overall,4689949.42,2219359.337,20847,3864.0,3.7290349282,US,Medicare Part D
Ampicillin Trihydrate,Ampicillin Trihydrate,Overall,1279290.81,2610608.0,88047,67296.0,0.4900471521,US,Medicare Part D
Ampicillin-Sulbactam*,Ampicillin Sod/Sulbactam Sod,Overall,2752981.81,2100185.841,18442,3883.0,2.1057102776,US,Medicare Part D
Ampyra,Dalfampridine,Overall,44351231.76,653385.0,7905,1179.0,67.879170413,US,Medicare Part D
Amrix,Cyclobenzaprine HCl,Overall,577359.9,10749.0,202,38.0,54.188205455,US,Medicare Part D
Amvuttra,Vutrisiran Sodium,Overall,67368549.29,281.0,562,195.0,239745.72701,US,Medicare Part D
Amzeeq,Minocycline HCl,Overall,360169.75,21270.0,689,380.0,16.932917774,US,Medicare Part D
Anafranil,Clomipramine HCl,Overall,1057491.7,28268.0,230,43.0,37.468911836,US,Medicare Part D
Anagrelide HCl,Anagrelide HCl,Overall,7655202.16,3206414.0,28439,5658.0,2.4671844498,US,Medicare Part D
Analpram HC*,Hydrocortisone/Pramoxine,Overall,10677.95,1952.0,35,27.0,5.7883905338,US,Medicare Part D
Anaspaz,Hyoscyamine Sulfate,Overall,536.82,1925.0,29,14.0,0.2788675325,US,Medicare Part D
Anastrozole,Anastrozole,Overall,44081081.13,105545495.2,1612733,409158.0,0.4209386499,US,Medicare Part D
Androderm,Testosterone,Overall,3067482.43,177027.0,4059,2562.0,17.524620763,US,Medicare Part D
Androgel,Testosterone,Overall,5098372.54,620996.5,4231,1043.0,8.210531093,US,Medicare Part D
Angeliq,Drospirenone/Estradiol,Overall,426668.74,61858.0,1081,275.0,6.9000123875,US,Medicare Part D
Annovera,Segesterone Ac/Ethin Estradiol,Overall,110514.6,45.0,45,44.0,2455.88,US,Medicare Part D
Anoro Ellipta,Umeclidinium Brm/Vilanterol Tr,Overall,872959569.63,108144710.0,1390293,294512.0,8.0721430538,US,Medicare Part D
Antivert,Meclizine HCl,Overall,2055.09,898.0,24,23.0,2.4458451063,US,Medicare Part D
Anusol-HC,Hydrocortisone,Overall,37876.0,8180.7,215,133.0,4.6299216448,US,Medicare Part D
Apexicon E,Diflorasone Diacet/Emollient,Overall,68974.9,3480.0,56,34.0,19.820373563,US,Medicare Part D
Apidra,Insulin Glulisine,Overall,2769322.05,96750.0,2457,676.0,28.623483721,US,Medicare Part D
Apidra Solostar,Insulin Glulisine,Overall,8643474.58,233007.0,8200,2418.0,37.095342973,US,Medicare Part D
Aplenzin,Bupropion HBr,Overall,20280825.25,161791.0,4330,741.0,124.96433562,US,Medicare Part D
Apokyn,Apomorphine HCl,Overall,71778606.76,136764.0,2318,581.0,524.83553245,US,Medicare Part D
Apomorphine HCl,Apomorphine HCl,Overall,337558.69,969.0,32,,348.35778122,US,Medicare Part D
Apraclonidine HCl,Apraclonidine HCl,Overall,320356.1,28463.0,3368,1543.0,11.279219025,US,Medicare Part D
Aprepitant,Aprepitant,Overall,8623535.22,70183.0,9992,4705.0,124.75174744,US,Medicare Part D
Apretude,Cabotegravir,Overall,10681953.99,7984.0,2642,708.0,1337.9200889,US,Medicare Part D
Apri,Desogestrel-Ethinyl Estradiol,Overall,168132.7,369603.0,6290,1455.0,0.454900799,US,Medicare Part D
Apriso,Mesalamine,Overall,6835480.87,1549402.0,7969,1717.0,4.4116897164,US,Medicare Part D
Aptensio XR,Methylphenidate HCl,Overall,43594.72,5144.0,177,36.0,8.4527395105,US,Medicare Part D
Aptiom,Eslicarbazepine Acetate,Overall,142014028.46,3344608.0,84935,8348.0,42.45908127,US,Medicare Part D
Aptivus,Tipranavir,Overall,1283060.4,72510.0,577,65.0,17.694944146,US,Medicare Part D
Aralast NP,Alpha-1-Proteinase Inhibitor,Overall,37740595.01,59524456.0,3360,285.0,0.6334633545,US,Medicare Part D
Aranelle,Norethindrone-Ethin. Estradiol,Overall,22091.48,25536.0,491,94.0,0.8651112155,US,Medicare Part D
Aranesp,Darbepoetin Alfa In Polysorbat,Overall,59909953.16,25085.24,23884,5574.0,2625.6736056,US,Medicare Part D
Arava,Leflunomide,Overall,1045335.1,20881.0,381,88.0,49.671270511,US,Medicare Part D
Arazlo,Tazarotene,Overall,289846.46,24346.0,526,318.0,11.905301076,US,Medicare Part D
Arcalyst,Rilonacept,Overall,24779791.3,4412.0,1082,173.0,5616.4531505,US,Medicare Part D
Arestin,Minocycline HCl Microspheres,Overall,5814307.73,54521.0,1283,1157.0,106.64345353,US,Medicare Part D
Arexvy,Rsvpref3 Antigen/As01e/PF,Overall,1387933255.9,4394856.8,4395863,4390151.0,315.8085278,US,Medicare Part D
Arformoterol Tartrate,Arformoterol Tartrate,Overall,4428266.49,987990.0,12789,3531.0,4.4796812752,US,Medicare Part D
Aricept,Donepezil HCl,Overall,1589637.86,94426.0,1702,400.0,16.795346518,US,Medicare Part D
Arikayce,Amikacin Liposomal/Neb.Accessr,Overall,161637429.03,2550116.8,10810,2208.0,63.38432382,US,Medicare Part D
Arimidex,Anastrozole,Overall,3989944.41,76805.0,1477,311.0,51.949019074,US,Medicare Part D
Aripiprazole,Aripiprazole,Overall,372728723.41,148225358.0,3661359,613179.0,2.5716909464,US,Medicare Part D
Aripiprazole ODT,Aripiprazole,Overall,8853887.59,387254.0,9692,1915.0,22.833975055,US,Medicare Part D
Aristada,Aripiprazole Lauroxil,Overall,272878290.93,278243.095,90583,13295.0,980.71929804,US,Medicare Part D
Aristada Initio,"Aripiprazole Lauroxil,Submicr.",Overall,3295869.19,3275.2,1362,1249.0,1006.3108177,US,Medicare Part D
Arixtra,Fondaparinux Sodium,Overall,219450.78,1223.5,51,,181.2031357,US,Medicare Part D
Armodafinil,Armodafinil,Overall,11834290.46,4706360.7,114121,21855.0,2.5509261513,US,Medicare Part D
Armonair Digihaler,Fluticasone Propionate,Overall,356528.54,1202.0,1038,476.0,297.1294831,US,Medicare Part D
Armour Thyroid,"Thyroid,Pork",Overall,23730151.11,20047145.858,286097,64967.0,1.2168727367,US,Medicare Part D
Arnuity Ellipta,Fluticasone Furoate,Overall,98260735.31,11948596.2,289514,74815.0,8.2083414236,US,Medicare Part D
Aromasin,Exemestane,Overall,1352023.54,34988.0,756,126.0,38.642492855,US,Medicare Part D
Arthrotec 50,Diclofenac Sodium/Misoprostol,Overall,213568.35,24441.0,233,54.0,8.7381183258,US,Medicare Part D
Arthrotec 75,Diclofenac Sodium/Misoprostol,Overall,593413.09,67507.0,662,146.0,8.7903934407,US,Medicare Part D
Asa-Butalb-Caffeine-Codeine,Codeine/Butalbital/Asa/Caffein,Overall,1714140.59,1119648.0,14938,2507.0,1.5309638297,US,Medicare Part D
Asacol Hd,Mesalamine,Overall,76321.59,8662.0,37,12.0,8.8110817363,US,Medicare Part D
Asceniv,"Immune Globulin,Gamma(IgG)slra",Overall,4350573.18,44000.0,86,13.0,98.876663182,US,Medicare Part D
Ascomp With Codeine,Codeine/Butalbital/Asa/Caffein,Overall,696956.54,486642.0,6121,1169.0,1.4321750691,US,Medicare Part D
Asenapine Maleate,Asenapine Maleate,Overall,27773552.58,3833040.0,71053,10915.0,7.24519438,US,Medicare Part D
Ashlyna,L-Norgest/E.Estradiol-E.Estrad,Overall,86689.87,101170.0,1105,463.0,0.8568732826,US,Medicare Part D
